,PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON
207,Amile Jefferson,PF,25,ORL,12,0,5.7,0.8,1.3,.625,0.0,0.0,,0.8,1.3,.625,.625,0.6,0.7,.875,0.5,1.3,1.8,0.3,0.3,0.3,0.1,0.7,2.3,2018-19
208,Jarell Martin,PF,24,ORL,42,1,7.8,1.0,2.5,.413,0.5,1.4,.351,0.5,1.1,.489,.510,0.2,0.3,.818,0.3,1.5,1.7,0.4,0.1,0.2,0.3,1.2,2.7,2018-19
209,Terrence Ross,SG,27,ORL,81,0,26.5,5.4,12.7,.428,2.7,7.0,.383,2.8,5.7,.484,.534,1.6,1.8,.875,0.3,3.1,3.5,1.7,0.9,0.4,1.1,1.5,15.1,2018-19
210,Jonathon Simmons,SG,29,ORL,41,9,20.6,2.5,7.0,.364,0.5,2.0,.229,2.1,5.0,.419,.397,1.4,1.8,.778,0.6,1.9,2.4,2.3,0.4,0.3,1.4,1.7,6.9,2018-19
211,Nikola Vučević,C,28,ORL,80,80,31.4,8.8,16.9,.518,1.1,2.9,.364,7.7,14.0,.549,.549,2.2,2.8,.789,2.8,9.2,12.0,3.8,1.0,1.1,2.0,2.0,20.8,2018-19
212,Jonah Bolden,PF,23,PHI,44,10,14.5,1.8,3.7,.494,0.8,2.2,.354,1.0,1.5,.697,.599,0.3,0.6,.481,1.1,2.7,3.8,0.9,0.4,0.9,0.8,2.3,4.7,2018-19
213,Corey Brewer,SF,32,PHI,7,3,20.0,2.9,7.0,.408,0.6,2.0,.286,2.3,5.0,.457,.449,1.3,1.9,.692,0.6,1.9,2.4,1.4,1.7,0.3,1.1,2.3,7.6,2018-19
214,Jimmy Butler,SF,29,PHI,55,55,33.2,6.3,13.6,.461,0.9,2.7,.338,5.3,10.9,.491,.494,4.8,5.5,.868,1.9,3.4,5.3,4.0,1.8,0.5,1.5,1.7,18.2,2018-19
215,Wilson Chandler,PF,31,PHI,36,32,26.4,2.5,5.8,.440,1.3,3.3,.390,1.3,2.5,.506,.551,0.4,0.5,.722,1.2,3.4,4.7,2.0,0.6,0.5,1.1,2.6,6.7,2018-19
216,Robert Covington,SF,28,PHI,13,13,33.8,3.8,9.0,.427,2.3,5.9,.390,1.5,3.1,.500,.556,1.3,1.8,.739,0.5,4.6,5.2,1.1,1.8,1.8,1.7,3.5,11.3,2018-19
217,Joel Embiid,C,24,PHI,64,64,33.7,9.1,18.7,.484,1.2,4.1,.300,7.8,14.6,.535,.517,8.2,10.1,.804,2.5,11.1,13.6,3.7,0.7,1.9,3.5,3.3,27.5,2018-19
218,James Ennis,SF,28,PHI,18,2,15.6,1.9,4.6,.410,0.6,2.0,.306,1.3,2.6,.489,.476,0.9,1.3,.696,1.3,2.3,3.6,0.8,0.2,0.4,0.6,2.2,5.3,2018-19
219,Markelle Fultz,SG,20,PHI,19,15,22.5,3.4,8.2,.419,0.2,0.7,.286,3.2,7.4,.433,.432,1.1,1.9,.568,1.4,2.3,3.7,3.1,0.9,0.3,1.3,2.7,8.2,2018-19
220,Tobias Harris,PF,26,PHI,27,27,35.0,6.9,14.8,.469,1.6,5.0,.326,5.3,9.8,.542,.524,2.7,3.3,.841,1.2,6.7,7.9,2.9,0.4,0.5,1.6,2.3,18.2,2018-19
221,Haywood Highsmith,SF,22,PHI,5,0,8.0,0.8,2.0,.400,0.2,1.0,.200,0.6,1.0,.600,.450,0.0,0.4,.000,0.0,1.0,1.0,0.4,0.2,0.0,0.2,0.2,1.8,2018-19
222,Demetrius Jackson,PG,24,PHI,6,0,6.5,1.3,2.5,.533,0.3,1.0,.333,1.0,1.5,.667,.600,0.7,0.7,1.000,0.3,0.2,0.5,0.8,0.3,0.0,0.2,0.7,3.7,2018-19
223,Amir Johnson,C,31,PHI,51,6,10.4,1.5,3.1,.503,0.2,0.8,.300,1.3,2.3,.573,.541,0.6,0.8,.756,0.9,2.0,2.9,1.2,0.3,0.3,0.9,1.9,3.9,2018-19
224,Furkan Korkmaz,SG,21,PHI,48,7,14.1,2.0,5.1,.400,1.0,3.0,.326,1.1,2.1,.505,.496,0.8,0.9,.818,0.3,1.9,2.2,1.1,0.6,0.0,0.5,1.3,5.8,2018-19
225,Boban Marjanović,C,30,PHI,22,3,13.9,3.4,5.5,.625,0.2,0.4,.500,3.2,5.1,.634,.642,1.2,1.6,.722,1.5,3.7,5.1,1.5,0.2,0.5,1.0,1.5,8.2,2018-19
226,T.J. McConnell,PG,26,PHI,76,3,19.3,2.9,5.5,.525,0.2,0.6,.333,2.7,5.0,.546,.542,0.4,0.5,.784,0.4,1.9,2.3,3.4,1.0,0.2,1.2,1.4,6.4,2018-19
227,Shake Milton,SG,22,PHI,20,0,13.4,1.7,4.4,.391,0.7,2.2,.318,1.0,2.2,.465,.471,0.3,0.4,.714,0.5,1.3,1.8,0.9,0.4,0.4,0.3,1.5,4.4,2018-19
228,Greg Monroe,C,28,PHI,3,0,17.3,5.0,7.7,.652,0.3,0.3,1.000,4.7,7.3,.636,.674,3.3,3.7,.909,1.3,3.0,4.3,2.3,0.3,0.0,0.3,1.7,13.7,2018-19
229,Mike Muscala,PF,27,PHI,47,6,22.1,2.3,5.9,.392,1.4,4.2,.342,0.9,1.7,.519,.514,1.3,1.6,.818,1.1,3.2,4.3,1.3,0.4,0.6,0.9,2.4,7.4,2018-19
230,Justin Patton,C,21,PHI,3,0,7.0,0.7,2.3,.286,0.0,0.7,.000,0.7,1.7,.400,.286,0.3,0.7,.500,0.7,1.3,2.0,1.0,0.7,0.0,0.0,1.7,1.7,2018-19
231,J.J. Redick,SG,34,PHI,76,63,31.3,5.9,13.5,.440,3.2,8.0,.397,2.8,5.6,.502,.557,3.0,3.4,.894,0.3,2.2,2.4,2.7,0.4,0.2,1.3,1.7,18.1,2018-19
232,Dario Šarić,PF,24,PHI,13,13,30.5,3.7,10.2,.364,1.6,5.4,.300,2.1,4.8,.435,.443,2.1,2.3,.900,1.6,5.0,6.6,2.0,0.3,0.2,1.9,3.0,11.1,2018-19
233,Mike Scott,PF,30,PHI,27,3,24.0,2.8,7.0,.400,1.8,4.4,.412,1.0,2.6,.380,.529,0.4,0.6,.667,0.7,3.1,3.8,0.8,0.3,0.2,0.6,2.5,7.8,2018-19
234,Landry Shamet,SG,21,PHI,54,4,20.5,2.8,6.4,.441,1.8,4.5,.404,1.0,1.9,.529,.584,0.8,1.0,.815,0.3,1.2,1.4,1.1,0.4,0.1,0.5,2.0,8.3,2018-19
235,Ben Simmons,PG,22,PHI,79,79,34.2,6.8,12.2,.563,0.0,0.1,.000,6.8,12.1,.566,.563,3.3,5.4,.600,2.2,6.6,8.8,7.7,1.4,0.8,3.5,2.6,16.9,2018-19
236,Jonathon Simmons,SF,29,PHI,15,0,14.6,1.9,4.3,.453,0.6,1.4,.429,1.3,2.9,.465,.523,1.1,1.7,.640,0.3,1.5,1.7,2.2,0.7,0.1,0.8,1.4,5.5,2018-19
237,Zhaire Smith,SG,19,PHI,6,2,18.5,2.3,5.7,.412,1.0,2.7,.375,1.3,3.0,.444,.500,1.0,1.3,.750,0.5,1.7,2.2,1.7,0.3,0.3,1.0,1.3,6.7,2018-19
238,Al-Farouq Aminu,PF,28,POR,81,81,28.3,3.2,7.3,.433,1.2,3.5,.343,2.0,3.9,.514,.514,1.9,2.1,.867,1.4,6.1,7.5,1.3,0.8,0.4,0.9,1.8,9.4,2018-19
239,Wade Baldwin,PG,22,POR,16,0,5.9,0.6,2.1,.303,0.1,0.6,.222,0.5,1.5,.333,.333,0.5,0.7,.727,0.1,0.8,0.9,0.8,0.1,0.1,0.9,0.7,1.9,2018-19
240,Zach Collins,C,21,POR,77,0,17.6,2.5,5.2,.473,0.5,1.6,.331,1.9,3.6,.534,.523,1.2,1.6,.746,1.4,2.8,4.2,0.9,0.3,0.9,1.0,2.3,6.6,2018-19
241,Seth Curry,SG,28,POR,74,2,18.9,2.9,6.3,.456,1.5,3.4,.450,1.3,2.9,.463,.577,0.6,0.7,.846,0.4,1.3,1.6,0.9,0.5,0.2,0.8,1.3,7.9,2018-19
242,Maurice Harkless,SF,25,POR,60,53,23.6,3.2,6.5,.487,0.6,2.0,.275,2.6,4.5,.582,.530,0.8,1.2,.671,1.3,3.2,4.5,1.2,1.1,0.9,0.8,2.7,7.7,2018-19
243,Rodney Hood,SG,26,POR,27,4,24.4,3.6,8.0,.452,1.1,3.1,.345,2.6,4.9,.519,.518,1.2,1.5,.805,0.3,1.4,1.7,1.3,0.8,0.3,0.7,1.7,9.6,2018-19
244,Enes Kanter,C,26,POR,23,8,22.3,5.4,9.3,.577,0.1,0.5,.250,5.3,8.8,.596,.584,2.2,3.0,.735,3.7,4.9,8.6,1.4,0.6,0.4,1.7,2.7,13.1,2018-19
245,Skal Labissière,PF,22,POR,9,1,7.0,1.4,2.1,.684,0.2,0.2,1.000,1.2,1.9,.647,.737,0.3,0.7,.500,0.6,1.6,2.1,0.6,0.3,0.3,0.4,0.9,3.4,2018-19
246,Jake Layman,SF,24,POR,71,33,18.7,3.0,6.0,.509,0.8,2.5,.326,2.2,3.4,.646,.579,0.7,1.0,.704,0.8,2.3,3.1,0.7,0.4,0.4,0.6,1.6,7.6,2018-19
247,Meyers Leonard,C,26,POR,61,2,14.4,2.2,4.0,.545,0.8,1.8,.450,1.3,2.1,.626,.649,0.7,0.8,.843,0.8,3.0,3.8,1.2,0.2,0.1,0.7,1.7,5.9,2018-19
248,Damian Lillard,PG,28,POR,80,80,35.5,8.5,19.2,.444,3.0,8.0,.369,5.6,11.1,.499,.522,5.9,6.4,.912,0.9,3.8,4.6,6.9,1.1,0.4,2.7,1.9,25.8,2018-19
249,CJ McCollum,SG,27,POR,70,70,33.9,8.2,17.8,.459,2.4,6.4,.375,5.8,11.4,.506,.527,2.3,2.7,.828,0.9,3.1,4.0,3.0,0.8,0.4,1.5,2.5,21.0,2018-19
250,Jusuf Nurkić,C,24,POR,72,72,27.4,5.8,11.5,.508,0.0,0.4,.103,5.8,11.1,.523,.510,3.9,5.1,.773,3.4,7.0,10.4,3.2,1.0,1.4,2.3,3.5,15.6,2018-19
251,Anfernee Simons,SG,19,POR,20,1,7.1,1.4,3.2,.444,0.5,1.5,.345,0.9,1.7,.529,.524,0.5,0.8,.563,0.2,0.5,0.7,0.7,0.1,0.0,0.6,0.5,3.8,2018-19
252,Nik Stauskas,SG,25,POR,44,0,15.3,2.2,5.2,.419,1.0,2.8,.344,1.2,2.4,.510,.513,0.7,0.8,.889,0.2,1.6,1.8,1.4,0.3,0.1,0.9,0.7,6.1,2018-19
253,Caleb Swanigan,PF,21,POR,18,0,8.1,0.8,2.4,.318,0.1,0.3,.200,0.7,2.2,.333,.330,0.3,0.4,.857,0.7,2.2,2.9,0.4,0.2,0.0,0.9,1.2,1.9,2018-19
254,Gary Trent,SG,20,POR,15,1,7.4,1.1,3.3,.320,0.3,1.4,.238,0.7,1.9,.379,.370,0.2,0.5,.429,0.1,0.7,0.7,0.3,0.1,0.1,0.3,0.3,2.7,2018-19
255,Evan Turner,PG,30,POR,73,2,22.0,2.8,6.1,.460,0.2,0.7,.212,2.6,5.4,.494,.473,1.0,1.5,.708,0.5,4.0,4.5,3.9,0.5,0.2,1.6,1.5,6.8,2018-19
256,LaMarcus Aldridge,C,33,SAS,81,81,33.2,8.4,16.3,.519,0.1,0.5,.238,8.3,15.8,.528,.522,4.3,5.1,.847,3.1,6.1,9.2,2.4,0.5,1.3,1.8,2.2,21.3,2018-19
257,Marco Belinelli,SG,32,SAS,79,1,23.0,3.6,8.7,.413,1.9,5.0,.372,1.7,3.7,.468,.520,1.4,1.6,.903,0.2,2.3,2.5,1.7,0.4,0.1,0.9,1.5,10.5,2018-19
258,Donatas Motiejūnas,PF,26,SAS,76,12,21.5,2.7,6.0,.450,1.9,4.4,.429,0.8,1.5,.513,.610,0.7,0.8,.883,0.3,3.2,3.5,1.3,0.5,0.4,0.6,1.8,8.0,2018-19
259,Dante Cunningham,PF,31,SAS,64,21,14.5,1.2,2.5,.475,0.5,1.0,.462,0.7,1.5,.484,.570,0.2,0.3,.778,0.8,2.2,2.9,0.8,0.4,0.2,0.3,1.1,3.0,2018-19
260,DeMar DeRozan,SG,29,SAS,77,77,34.9,8.2,17.1,.481,0.1,0.6,.156,8.1,16.5,.492,.483,4.8,5.7,.830,0.7,5.3,6.0,6.2,1.1,0.5,2.6,2.3,21.2,2018-19
261,Drew Eubanks,PF,21,SAS,23,0,4.9,0.7,1.1,.577,0.0,0.0,,0.7,1.1,.577,.577,0.5,0.6,.846,0.3,1.2,1.5,0.3,0.1,0.2,0.3,0.5,1.8,2018-19
262,Bryn Forbes,SG,25,SAS,82,81,28.0,4.4,9.6,.456,2.1,5.0,.426,2.3,4.6,.489,.568,0.8,1.0,.885,0.2,2.7,2.9,2.1,0.5,0.0,1.0,1.9,11.8,2018-19
263,Pau Gasol,C,38,SAS,27,6,12.2,1.5,3.3,.466,0.2,0.4,.500,1.3,2.9,.462,.494,1.0,1.4,.711,0.8,3.9,4.7,1.9,0.2,0.5,0.5,1.0,4.2,2018-19
264,Rudy Gay,PF,32,SAS,69,51,26.7,5.4,10.8,.504,1.1,2.7,.402,4.4,8.1,.537,.554,1.7,2.1,.816,0.9,5.9,6.8,2.6,0.8,0.5,1.7,2.3,13.7,2018-19
265,Chimezie Metu,PF,21,SAS,29,0,5.0,0.7,2.0,.328,0.0,0.1,.000,0.7,1.9,.339,.328,0.4,0.6,.765,0.3,0.9,1.2,0.4,0.2,0.1,0.5,0.5,1.8,2018-19
266,Patty Mills,PG,30,SAS,82,1,23.3,3.4,8.1,.425,1.9,4.9,.394,1.5,3.2,.475,.545,1.1,1.3,.854,0.3,1.9,2.2,3.0,0.6,0.1,1.1,1.6,9.9,2018-19
267,Donatas Motiejūnas,PF,28,SAS,3,0,4.3,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.7,.000,0.7,0.3,1.0,0.3,0.0,0.3,1.0,2.0,2.0,2018-19
268,Jakob Poeltl,C,23,SAS,77,24,16.5,2.4,3.8,.645,0.0,0.0,,2.4,3.8,.645,.645,0.6,1.2,.533,2.3,3.0,5.3,1.2,0.4,0.9,0.6,1.6,5.5,2018-19
269,Quincy Pondexter,SF,30,SAS,53,0,5.5,0.5,1.1,.500,0.1,0.3,.333,0.4,0.8,.575,.552,0.6,0.8,.810,0.2,0.7,0.9,0.5,0.2,0.0,0.2,0.5,1.8,2018-19
270,Lonnie Walker,SG,20,SAS,17,0,6.9,0.9,2.7,.348,0.3,0.8,.385,0.6,1.9,.333,.402,0.5,0.6,.800,0.0,1.0,1.0,0.5,0.4,0.2,0.2,0.4,2.6,2018-19
271,Derrick White,PG,24,SAS,67,55,25.8,3.9,8.1,.479,0.7,2.1,.338,3.2,6.0,.529,.523,1.4,1.8,.772,0.5,3.2,3.7,3.9,1.0,0.7,1.4,2.2,9.9,2018-19
272,OG Anunoby,SF,21,TOR,67,6,20.2,2.7,6.0,.453,1.0,3.0,.332,1.7,3.0,.574,.536,0.5,0.9,.581,0.9,2.1,2.9,0.7,0.7,0.3,0.8,2.1,7.0,2018-19
273,Chris Boucher,PF,26,TOR,28,0,5.8,1.2,2.7,.447,0.4,1.3,.324,0.8,1.4,.564,.526,0.5,0.5,.867,0.6,1.4,2.0,0.1,0.2,0.9,0.3,1.1,3.3,2018-19
274,Lorenzo Brown,PG,28,TOR,26,0,8.2,0.9,2.7,.324,0.2,1.1,.214,0.7,1.7,.395,.366,0.1,0.1,1.000,0.2,1.0,1.2,1.1,0.5,0.2,0.6,0.8,2.1,2018-19
275,Marc Gasol,C,34,TOR,26,19,24.9,3.3,7.2,.465,0.9,2.0,.442,2.5,5.2,.474,.527,1.5,2.0,.769,0.9,5.7,6.6,3.9,0.9,0.9,1.4,2.7,9.1,2018-19
276,Danny Green,SG,31,TOR,80,80,27.7,3.7,7.9,.465,2.5,5.4,.455,1.2,2.4,.487,.622,0.5,0.6,.841,0.8,3.2,4.0,1.6,0.9,0.7,0.9,2.1,10.3,2018-19
277,Serge Ibaka,C,29,TOR,74,51,27.2,6.3,11.9,.529,0.7,2.3,.290,5.6,9.6,.586,.557,1.8,2.4,.763,2.1,6.0,8.1,1.3,0.4,1.4,1.5,2.9,15.0,2018-19
278,Kawhi Leonard,SF,27,TOR,60,60,34.0,9.3,18.8,.496,1.9,5.0,.371,7.5,13.8,.542,.546,6.1,7.1,.854,1.3,6.0,7.3,3.3,1.8,0.4,2.0,1.5,26.6,2018-19
279,Jeremy Lin,PG,30,TOR,23,3,18.8,2.5,6.7,.374,0.5,2.4,.200,2.0,4.3,.470,.410,1.5,1.8,.810,0.3,2.3,2.6,2.2,0.4,0.3,1.1,2.1,7.0,2018-19
280,Kyle Lowry,PG,32,TOR,65,65,34.0,4.7,11.4,.411,2.4,7.0,.347,2.3,4.4,.514,.518,2.5,3.0,.830,0.6,4.2,4.8,8.7,1.4,0.5,2.8,2.6,14.2,2018-19
281,Jordan Loyd,PG,25,TOR,12,0,4.6,0.7,1.5,.444,0.3,0.7,.500,0.3,0.8,.400,.556,0.8,0.9,.818,0.1,0.7,0.8,0.5,0.0,0.0,0.2,0.4,2.4,2018-19
282,Patrick McCaw,SG,23,TOR,26,1,13.2,0.9,2.1,.444,0.3,0.9,.333,0.6,1.2,.533,.519,0.5,0.6,.867,0.3,1.5,1.7,1.0,0.8,0.1,0.5,1.4,2.7,2018-19
283,Jodie Meeks,SG,31,TOR,8,0,13.0,2.6,4.9,.538,1.0,2.3,.444,1.6,2.6,.619,.641,0.1,0.1,1.000,0.1,1.4,1.5,1.0,0.1,0.1,0.3,0.6,6.4,2018-19
284,C.J. Miles,SF,31,TOR,40,1,14.1,1.8,5.2,.340,1.1,3.4,.314,0.7,1.7,.391,.444,0.9,1.1,.795,0.3,1.4,1.7,0.6,0.5,0.3,0.5,1.6,5.5,2018-19
285,Malcolm Miller,SF,25,TOR,10,0,6.7,1.1,2.6,.423,1.0,2.1,.476,0.1,0.5,.200,.615,0.3,0.4,.750,0.1,0.4,0.5,0.1,0.1,0.1,0.1,0.5,3.5,2018-19
286,Greg Monroe,C,28,TOR,38,2,11.1,1.9,4.2,.460,0.0,0.1,.000,1.9,4.1,.471,.460,0.9,1.6,.574,1.6,2.5,4.1,0.4,0.3,0.2,0.8,1.6,4.8,2018-19
287,Eric Moreland,PF,27,TOR,4,0,9.5,0.8,1.8,.429,0.3,0.3,1.000,0.5,1.5,.333,.500,0.0,0.0,,1.0,3.3,4.3,1.0,0.3,0.3,1.3,2.0,1.8,2018-19
288,Norman Powell,SG,25,TOR,60,3,18.8,3.2,6.7,.483,1.1,2.8,.400,2.1,3.8,.543,.568,1.0,1.3,.827,0.3,2.1,2.3,1.5,0.7,0.2,1.1,1.6,8.6,2018-19
289,Malachi Richardson,SG,23,TOR,22,0,4.7,0.4,1.3,.310,0.4,1.1,.320,0.0,0.2,.250,.448,0.2,0.2,.800,0.1,0.5,0.6,0.0,0.0,0.0,0.4,0.6,1.4,2018-19
290,Pascal Siakam,PF,24,TOR,80,79,31.9,6.5,11.8,.549,1.0,2.7,.369,5.5,9.1,.602,.591,3.0,3.8,.785,1.6,5.3,6.9,3.1,0.9,0.7,1.9,3.0,16.9,2018-19
291,Jonas Valančiūnas,C,26,TOR,30,10,18.8,5.0,8.6,.575,0.3,1.0,.300,4.7,7.6,.611,.593,2.6,3.1,.819,1.8,5.4,7.2,1.0,0.4,0.8,1.3,2.7,12.8,2018-19
292,Fred VanVleet,PG,24,TOR,64,28,27.5,3.8,9.4,.410,1.8,4.6,.378,2.1,4.8,.441,.503,1.5,1.8,.843,0.3,2.3,2.6,4.8,0.9,0.3,1.3,1.7,11.0,2018-19
293,Delon Wright,PG,26,TOR,49,2,18.3,2.6,6.0,.433,0.6,1.8,.333,2.0,4.1,.478,.485,1.1,1.2,.869,0.8,1.8,2.6,2.2,0.9,0.3,0.8,1.1,6.9,2018-19
294,Grayson Allen,SG,23,UTA,38,2,10.9,1.8,4.7,.376,0.8,2.6,.323,0.9,2.1,.443,.466,1.2,1.6,.750,0.1,0.5,0.6,0.7,0.2,0.2,0.9,1.2,5.6,2018-19
295,Tony Bradley,C,21,UTA,3,0,12.0,2.7,5.3,.500,0.0,0.0,,2.7,5.3,.500,.500,0.3,0.7,.500,3.0,2.0,5.0,0.3,0.7,0.7,1.0,2.0,5.7,2018-19
296,Alec Burks,SG,27,UTA,17,0,15.8,2.8,6.7,.412,0.9,2.5,.372,1.8,4.2,.437,.482,1.9,2.2,.868,0.1,1.5,1.6,1.2,0.4,0.2,0.9,1.3,8.4,2018-19
297,Tyler Cavanaugh,PF,24,UTA,11,0,3.5,0.3,0.9,.300,0.1,0.5,.200,0.2,0.5,.400,.350,0.2,0.2,1.000,0.3,0.5,0.7,0.1,0.0,0.0,0.1,0.3,0.8,2018-19
298,Jae Crowder,SF,28,UTA,80,11,27.1,4.0,10.0,.399,2.2,6.5,.331,1.8,3.4,.527,.508,1.8,2.5,.721,0.8,4.1,4.8,1.7,0.8,0.4,1.1,2.1,11.9,2018-19
299,Dante Exum,PG,23,UTA,42,1,15.8,2.4,5.7,.419,0.4,1.5,.290,2.0,4.3,.464,.456,1.6,2.0,.791,0.4,1.2,1.6,2.6,0.3,0.1,1.2,1.6,6.9,2018-19
300,Derrick Favors,C,27,UTA,76,70,23.2,4.8,8.1,.586,0.2,1.0,.218,4.6,7.1,.640,.600,2.0,3.0,.675,2.7,4.6,7.4,1.2,0.7,1.4,1.1,2.1,11.8,2018-19
301,Rudy Gobert,C,26,UTA,81,80,31.8,5.9,8.8,.669,0.0,0.0,,5.9,8.8,.669,.669,4.1,6.4,.636,3.8,9.0,12.9,2.0,0.8,2.3,1.6,2.9,15.9,2018-19
302,Joe Ingles,PF,31,UTA,82,82,31.3,4.4,9.8,.448,2.3,5.9,.391,2.1,3.9,.533,.565,1.1,1.5,.707,0.4,3.6,4.0,5.7,1.2,0.2,2.4,2.2,12.1,2018-19
303,Kyle Korver,SG,37,UTA,54,0,20.1,3.1,7.5,.408,2.1,5.4,.384,1.0,2.1,.469,.547,0.9,1.1,.825,0.2,2.3,2.5,1.2,0.4,0.2,0.8,1.6,9.1,2018-19
304,Donovan Mitchell,SG,22,UTA,77,77,33.7,8.6,19.9,.432,2.4,6.7,.362,6.1,13.1,.468,.493,4.1,5.1,.806,0.8,3.3,4.1,4.2,1.4,0.4,2.8,2.7,23.8,2018-19
305,Naz Mitrou-Long,SG,25,UTA,14,0,6.0,0.4,1.4,.300,0.1,0.8,.182,0.3,0.6,.444,.350,0.1,0.1,1.000,0.1,0.4,0.4,1.1,0.1,0.1,0.6,0.7,1.1,2018-19
306,Raul Neto,PG,26,UTA,37,1,12.8,2.0,4.4,.460,0.5,1.6,.333,1.5,2.7,.535,.522,0.8,0.9,.848,0.2,1.5,1.7,2.5,0.4,0.1,0.9,1.3,5.3,2018-19
307,Georges Niang,PF,25,UTA,59,0,8.7,1.5,3.1,.475,0.7,1.8,.410,0.7,1.3,.566,.594,0.3,0.4,.833,0.2,1.3,1.5,0.6,0.2,0.1,0.4,1.0,4.0,2018-19
308,Royce O'Neale,SF,25,UTA,82,16,20.4,2.0,4.2,.475,0.8,2.1,.386,1.2,2.0,.569,.574,0.4,0.5,.762,0.3,3.2,3.5,1.5,0.7,0.3,0.9,2.1,5.2,2018-19
309,Ricky Rubio,PG,28,UTA,68,67,27.9,4.3,10.7,.404,1.2,3.7,.311,3.2,7.0,.454,.458,2.9,3.4,.855,0.5,3.1,3.6,6.1,1.3,0.1,2.6,2.6,12.7,2018-19
310,Thabo Sefolosha,SF,34,UTA,50,2,12.2,1.4,3.0,.477,0.7,1.6,.436,0.7,1.4,.521,.591,0.3,0.4,.636,0.2,2.3,2.5,0.5,0.9,0.1,0.5,0.8,3.8,2018-19
311,Ekpe Udoh,C,31,UTA,51,1,6.3,1.0,1.4,.694,0.0,0.0,,1.0,1.4,.694,.694,0.4,0.6,.633,0.5,1.2,1.8,0.5,0.2,0.6,0.3,0.7,2.3,2018-19
